 2012-11-02 11:32:03 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Request: 
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Response: 
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | HTTP/1.1 401 Unauthorized
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | WWW-Authenticate: OAuth realm="http://api.twitter.com"
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Content-Length: 100
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Transaction: 5b86700dc8fdea8e
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Expires: Fri, 02 Nov 2012 18:37:04 GMT
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: _twitter_sess=BAh7CDoPY3JlYXRlZF9hdGwrCAvqZMI6ASIKZmxhc2hJQzonQWN0aW9uQ29u%250AdHJvbGxlcjo6Rmxhc2g6OkZsYXNoSGFzaHsABjoKQHVzZWR7ADoHaWQiJWJm%250AZDFiNDI4NWY3NzY4MjYzMTVkYzRhOWE1YmZiOTBi--a6d5cfeac4fc76f62aca1c0fc69ca5bd6bab5cec; domain=.twitter.com; path=/; HttpOnly
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: dnt=; domain=.twitter.com; path=/; expires=Thu, 01-Jan-1970 00:00:00 GMT
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: guest_id=v1%3A135188112435273913; domain=.twitter.com; path=/; expires=Mon, 03-Nov-2014 06:32:04 GMT
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: k=10.36.54.117.1351881124348638; path=/; expires=Fri, 09-Nov-12 18:32:04 GMT; domain=.twitter.com
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Server: tfe
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Cache-Control: no-cache, max-age=300
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Frame-Options: SAMEORIGIN
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Status: 401 Unauthorized
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Vary: Accept-Encoding
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Date: Fri, 02 Nov 2012 18:32:04 GMT
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Content-Encoding: gzip
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Content-Type: application/json; charset=utf-8
 2012-11-02 11:32:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | {"request":"\/1\/statuses\/update.json","error":"Read-only application cannot POST"}

 2012-11-02 11:32:50 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Request: 
 2012-11-02 11:32:50 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | POST http://api.twitter.com/1/statuses/update.json
 2012-11-02 11:32:50 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | OAuth base string: POST&http%3A%2F%2Fapi.twitter.com%2F1%2Fstatuses%2Fupdate.json&include_entities%3Dtrue%26oauth_consumer_key%3DS2kJzMGLchDwbi5pc8n7A%26oauth_nonce%3D1916118426%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1351881170%26oauth_token%3D921500394-68E7UPAwIxAUgecsOnGQbbICb4EWSReP281ElQWV%26oauth_version%3D1.0%26status%3DCheck%2520out%2520golddiggers310.appspot.com%2521
 2012-11-02 11:32:50 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | OAuth signature: Pl5cP//uZulUr3pmt6wF8jqL/5Q=
 2012-11-02 11:32:50 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | Authorization: *************************************************************************************************************************************************************************************************************************************************************************************
 2012-11-02 11:32:50 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Twitter-Client-URL: http://twitter4j.org/en/twitter4j-2.2.6.xml
 2012-11-02 11:32:50 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Twitter-Client: Twitter4J
 2012-11-02 11:32:50 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Accept-Encoding: gzip
 2012-11-02 11:32:50 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | User-Agent: twitter4j http://twitter4j.org/ /2.2.6
 2012-11-02 11:32:50 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Twitter-Client-Version: 2.2.6
 2012-11-02 11:32:50 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | Post Params: status=Check%20out%20golddiggers310.appspot.com%21&include_entities=true
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Response: 
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | HTTP/1.1 401 Unauthorized
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | WWW-Authenticate: OAuth realm="http://api.twitter.com"
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Content-Length: 100
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Transaction: cf9c907b67e32be1
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Expires: Fri, 02 Nov 2012 18:37:51 GMT
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: _twitter_sess=BAh7CCIKZmxhc2hJQzonQWN0aW9uQ29udHJvbGxlcjo6Rmxhc2g6OkZsYXNo%250ASGFzaHsABjoKQHVzZWR7ADoPY3JlYXRlZF9hdGwrCKugZcI6AToHaWQiJTg3%250AYjgyNmQwYWUxZjE2ZjY2MGI4MzBhNzc4N2FlYzBi--e75197de4a088bb6987ced24ffbd73834eac0050; domain=.twitter.com; path=/; HttpOnly
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: dnt=; domain=.twitter.com; path=/; expires=Thu, 01-Jan-1970 00:00:00 GMT
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: guest_id=v1%3A135188117110442290; domain=.twitter.com; path=/; expires=Mon, 03-Nov-2014 06:32:51 GMT
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: k=10.36.122.118.1351881171100827; path=/; expires=Fri, 09-Nov-12 18:32:51 GMT; domain=.twitter.com
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Server: tfe
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Cache-Control: no-cache, max-age=300
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Frame-Options: SAMEORIGIN
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Status: 401 Unauthorized
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Vary: Accept-Encoding
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Date: Fri, 02 Nov 2012 18:32:51 GMT
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Content-Encoding: gzip
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Content-Type: application/json; charset=utf-8
 2012-11-02 11:32:51 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | {"request":"\/1\/statuses\/update.json","error":"Read-only application cannot POST"}

 2012-11-02 11:33:48 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Request: 
 2012-11-02 11:33:48 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | POST http://api.twitter.com/1/statuses/update.json
 2012-11-02 11:33:48 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | OAuth base string: POST&http%3A%2F%2Fapi.twitter.com%2F1%2Fstatuses%2Fupdate.json&include_entities%3Dtrue%26oauth_consumer_key%3DS2kJzMGLchDwbi5pc8n7A%26oauth_nonce%3D1159810398%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1351881228%26oauth_token%3D921500394-68E7UPAwIxAUgecsOnGQbbICb4EWSReP281ElQWV%26oauth_version%3D1.0%26status%3DCheck%2520out%2520golddiggers310.appspot.com%2521
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | OAuth signature: F7DAWSrxB97zckrv/dWiMOo0AHU=
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | Authorization: *********************************************************************************************************************************************************************************************************************************************************************************
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Twitter-Client-URL: http://twitter4j.org/en/twitter4j-2.2.6.xml
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Twitter-Client: Twitter4J
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Accept-Encoding: gzip
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | User-Agent: twitter4j http://twitter4j.org/ /2.2.6
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Twitter-Client-Version: 2.2.6
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | Post Params: status=Check%20out%20golddiggers310.appspot.com%21&include_entities=true
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Response: 
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | HTTP/1.1 401 Unauthorized
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | WWW-Authenticate: OAuth realm="http://api.twitter.com"
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Content-Length: 100
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Transaction: 6558916b5e3080f0
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Expires: Fri, 02 Nov 2012 18:38:49 GMT
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: _twitter_sess=BAh7CDoPY3JlYXRlZF9hdGwrCECEZsI6AToHaWQiJTliZDZhN2VmMzJkOGIy%250AOGRmODc1YTgxZmU5ZGYxY2MyIgpmbGFzaElDOidBY3Rpb25Db250cm9sbGVy%250AOjpGbGFzaDo6Rmxhc2hIYXNoewAGOgpAdXNlZHsA--5f5bd1c7a8896b0f78e6029d21fe03c975716f0d; domain=.twitter.com; path=/; HttpOnly
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: dnt=; domain=.twitter.com; path=/; expires=Thu, 01-Jan-1970 00:00:00 GMT
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: guest_id=v1%3A13518812293651849; domain=.twitter.com; path=/; expires=Mon, 03-Nov-2014 06:33:49 GMT
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: k=10.36.110.109.1351881229360682; path=/; expires=Fri, 09-Nov-12 18:33:49 GMT; domain=.twitter.com
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Server: tfe
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Cache-Control: no-cache, max-age=300
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Frame-Options: SAMEORIGIN
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Status: 401 Unauthorized
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Vary: Accept-Encoding
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Date: Fri, 02 Nov 2012 18:33:49 GMT
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Content-Encoding: gzip
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Content-Type: application/json; charset=utf-8
 2012-11-02 11:33:49 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | {"request":"\/1\/statuses\/update.json","error":"Read-only application cannot POST"}

 2012-11-02 11:34:04 | DEBUG | main | ca.ubc.cs310.golddiggers.propertytaxwatcher.server.social.twitter.Tweeter.main(Tweeter.java:73)      | test
 2012-11-02 11:34:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Request: 
 2012-11-02 11:34:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | POST http://api.twitter.com/1/statuses/update.json
 2012-11-02 11:34:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | OAuth base string: POST&http%3A%2F%2Fapi.twitter.com%2F1%2Fstatuses%2Fupdate.json&include_entities%3Dtrue%26oauth_consumer_key%3DS2kJzMGLchDwbi5pc8n7A%26oauth_nonce%3D1176391347%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1351881244%26oauth_token%3D921500394-68E7UPAwIxAUgecsOnGQbbICb4EWSReP281ElQWV%26oauth_version%3D1.0%26status%3DCheck%2520out%2520golddiggers310.appspot.com%2521
 2012-11-02 11:34:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | OAuth signature: McgVY+Upnz4hW81tvrB7II7lNIc=
 2012-11-02 11:34:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | Authorization: *********************************************************************************************************************************************************************************************************************************************************************************
 2012-11-02 11:34:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Twitter-Client-URL: http://twitter4j.org/en/twitter4j-2.2.6.xml
 2012-11-02 11:34:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Twitter-Client: Twitter4J
 2012-11-02 11:34:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Accept-Encoding: gzip
 2012-11-02 11:34:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | User-Agent: twitter4j http://twitter4j.org/ /2.2.6
 2012-11-02 11:34:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Twitter-Client-Version: 2.2.6
 2012-11-02 11:34:04 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | Post Params: status=Check%20out%20golddiggers310.appspot.com%21&include_entities=true
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Response: 
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | HTTP/1.1 401 Unauthorized
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | WWW-Authenticate: OAuth realm="http://api.twitter.com"
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Content-Length: 100
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Transaction: 413271a258152ce8
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Expires: Fri, 02 Nov 2012 18:39:05 GMT
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: _twitter_sess=BAh7CCIKZmxhc2hJQzonQWN0aW9uQ29udHJvbGxlcjo6Rmxhc2g6OkZsYXNo%250ASGFzaHsABjoKQHVzZWR7ADoPY3JlYXRlZF9hdGwrCELCZsI6AToHaWQiJTcy%250AZDQzNzA4OTlhN2FhODJhNjg3ODc2MDU4YTQ1ODBl--c293189835e8ec035fdcf69ca0b69c82a7bd6a35; domain=.twitter.com; path=/; HttpOnly
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: dnt=; domain=.twitter.com; path=/; expires=Thu, 01-Jan-1970 00:00:00 GMT
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: guest_id=v1%3A135188124523827194; domain=.twitter.com; path=/; expires=Mon, 03-Nov-2014 06:34:05 GMT
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Set-Cookie: k=10.36.33.105.1351881245234240; path=/; expires=Fri, 09-Nov-12 18:34:05 GMT; domain=.twitter.com
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Server: tfe
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Cache-Control: no-cache, max-age=300
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | X-Frame-Options: SAMEORIGIN
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Status: 401 Unauthorized
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Vary: Accept-Encoding
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Date: Fri, 02 Nov 2012 18:34:05 GMT
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Content-Encoding: gzip
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Content-Type: application/json; charset=utf-8
 2012-11-02 11:34:05 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | {"request":"\/1\/statuses\/update.json","error":"Read-only application cannot POST"}

 2012-11-02 11:35:26 | DEBUG | main | ca.ubc.cs310.golddiggers.propertytaxwatcher.server.social.twitter.Tweeter.main(Tweeter.java:73)      | test
 2012-11-02 11:35:26 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:68)                  | Request: 
 2012-11-02 11:35:26 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | POST http://api.twitter.com/1/statuses/update.json
 2012-11-02 11:35:26 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | OAuth base string: POST&http%3A%2F%2Fapi.twitter.com%2F1%2Fstatuses%2Fupdate.json&include_entities%3Dtrue%26oauth_consumer_key%3DS2kJzMGLchDwbi5pc8n7A%26oauth_nonce%3D316085561%26oauth_signature_method%3DHMAC-SHA1%26oauth_timestamp%3D1351881326%26oauth_token%3D921500394-68E7UPAwIxAUgecsOnGQbbICb4EWSReP281ElQWV%26oauth_version%3D1.0%26status%3DCheck%2520out%2520golddiggers310.appspot.com%2521
 2012-11-02 11:35:26 | DEBUG | debug | twitter4j.internal.logging.CommonsLoggingLogger.debug(CommonsLoggingLogger.java:76)                  | OAuth signature: TTvrW0AZJ+vPdpKIPslv8IeJtQA=
